vendor,part_number,description,lens_type,focal_length_mm,diameter_mm,na,coating_type,wavelength_min_nm,wavelength_max_nm,center_wavelength_nm,price_usd,url,back_focal_length_mm,substrate_material,is_positive
Asphericon,AFL12-20,f=20mm Asphere dia=12mm VIS,aspheric,20.0,12.0,0.28,AR_BBAR,400,700,,120.00,https://www.asphericon.com/en/AFL12-20,17.5,H-LAK54,true
Asphericon,AFL25-20,f=20mm Asphere dia=25mm VIS,aspheric,20.0,25.0,0.55,AR_BBAR,400,700,,185.00,https://www.asphericon.com/en/AFL25-20,15.2,H-LAK54,true
Asphericon,AFL25-30,f=30mm Asphere dia=25mm VIS,aspheric,30.0,25.0,0.39,AR_BBAR,400,700,,175.00,https://www.asphericon.com/en/AFL25-30,25.5,H-LAK54,true
Asphericon,AFL25-40,f=40mm Asphere dia=25mm VIS,aspheric,40.0,25.0,0.29,AR_BBAR,400,700,,165.00,https://www.asphericon.com/en/AFL25-40,36.2,H-LAK54,true
Asphericon,AFL25-50,f=50mm Asphere dia=25mm VIS,aspheric,50.0,25.0,0.23,AR_BBAR,400,700,,155.00,https://www.asphericon.com/en/AFL25-50,46.8,H-LAK54,true
Asphericon,AFL25-60,f=60mm Asphere dia=25mm VIS,aspheric,60.0,25.0,0.20,AR_BBAR,400,700,,155.00,https://www.asphericon.com/en/AFL25-60,57.0,H-LAK54,true
Asphericon,AFL25-75,f=75mm Asphere dia=25mm VIS,aspheric,75.0,25.0,0.16,AR_BBAR,400,700,,150.00,https://www.asphericon.com/en/AFL25-75,72.1,H-LAK54,true
Asphericon,AFL25-100,f=100mm Asphere dia=25mm VIS,aspheric,100.0,25.0,0.12,AR_BBAR,400,700,,145.00,https://www.asphericon.com/en/AFL25-100,97.5,H-LAK54,true
Asphericon,AFL50-40,f=40mm Asphere dia=50mm VIS,aspheric,40.0,50.0,0.55,AR_BBAR,400,700,,280.00,https://www.asphericon.com/en/AFL50-40,31.2,H-LAK54,true
Asphericon,AFL50-50,f=50mm Asphere dia=50mm VIS,aspheric,50.0,50.0,0.45,AR_BBAR,400,700,,260.00,https://www.asphericon.com/en/AFL50-50,43.5,H-LAK54,true
Asphericon,AFL50-75,f=75mm Asphere dia=50mm VIS,aspheric,75.0,50.0,0.31,AR_BBAR,400,700,,240.00,https://www.asphericon.com/en/AFL50-75,70.2,H-LAK54,true
Asphericon,AFL50-100,f=100mm Asphere dia=50mm VIS,aspheric,100.0,50.0,0.24,AR_BBAR,400,700,,230.00,https://www.asphericon.com/en/AFL50-100,96.0,H-LAK54,true
Asphericon,AFL25-20-NIR,f=20mm Asphere dia=25mm NIR,aspheric,20.0,25.0,0.55,AR_BBAR,650,1050,,195.00,https://www.asphericon.com/en/AFL25-20-NIR,15.2,H-LAK54,true
Asphericon,AFL25-50-NIR,f=50mm Asphere dia=25mm NIR,aspheric,50.0,25.0,0.23,AR_BBAR,650,1050,,165.00,https://www.asphericon.com/en/AFL25-50-NIR,46.8,H-LAK54,true
Asphericon,AFL25-100-NIR,f=100mm Asphere dia=25mm NIR,aspheric,100.0,25.0,0.12,AR_BBAR,650,1050,,155.00,https://www.asphericon.com/en/AFL25-100-NIR,97.5,H-LAK54,true
Asphericon,AFL50-40-NIR,f=40mm Asphere dia=50mm NIR,aspheric,40.0,50.0,0.55,AR_BBAR,650,1050,,295.00,https://www.asphericon.com/en/AFL50-40-NIR,31.2,H-LAK54,true
Asphericon,AFL50-100-NIR,f=100mm Asphere dia=50mm NIR,aspheric,100.0,50.0,0.24,AR_BBAR,650,1050,,245.00,https://www.asphericon.com/en/AFL50-100-NIR,96.0,H-LAK54,true
